"Observation station","Year","Month","Day","Time [Local time]","Precipitation amount [mm]","Snow depth [cm]","Average temperature [°C]","Minimum temperature [°C]"
"Vantaa Helsinki-Vantaa airport","2016","2","19","02:00","2.2","14","0.3","0"
"Vantaa Helsinki-Vantaa airport","2016","2","20","02:00","7","15","-0.2","-0.6"
"Vantaa Helsinki-Vantaa airport","2016","2","21","02:00","5.6","23","0","-0.6"
"Vantaa Helsinki-Vantaa airport","2016","2","22","02:00","0.7","28","-0.3","-0.8"
"Vantaa Helsinki-Vantaa airport","2016","2","23","02:00","0.1","27","-1.8","-4.5"
"Vantaa Helsinki-Vantaa airport","2016","2","24","02:00","0","26","-0.3","-4.3"
"Vantaa Helsinki-Vantaa airport","2016","2","25","02:00","0.5","25","0.9","-2.9"
"Vantaa Helsinki-Vantaa airport","2016","2","26","02:00","0.5","25","-1.5","-3.8"
"Vantaa Helsinki-Vantaa airport","2016","2","27","02:00","0.2","25","-4.5","-9.8"
"Vantaa Helsinki-Vantaa airport","2016","2","28","02:00","-1","25","-0.9","-3.9"
"Vantaa Helsinki-Vantaa airport","2016","2","29","02:00","-1","25","-5","-10.4"
"Vantaa Helsinki-Vantaa airport","2016","3","1","02:00","-1","25","-4.1","-8.4"
"Vantaa Helsinki-Vantaa airport","2016","3","2","02:00","-1","25","-5.2","-8.7"
"Vantaa Helsinki-Vantaa airport","2016","3","3","02:00","0","25","-3.4","-4.5"
"Vantaa Helsinki-Vantaa airport","2016","3","4","02:00","0.1","25","-1.2","-2.7"
"Vantaa Helsinki-Vantaa airport","2016","3","5","02:00","0.2","24","-0.3","-1.2"
"Vantaa Helsinki-Vantaa airport","2016","3","6","02:00","0.4","24","0.3","-0.1"
"Vantaa Helsinki-Vantaa airport","2016","3","7","02:00","1.9","22","0.7","-0.1"
"Vantaa Helsinki-Vantaa airport","2016","3","8","02:00","3.2","23","1.1","0.1"
"Vantaa Helsinki-Vantaa airport","2016","3","9","02:00","-1","21","1","0.2"
"Vantaa Helsinki-Vantaa airport","2016","3","10","02:00","0","19","0.4","0"
"Vantaa Helsinki-Vantaa airport","2016","3","11","02:00","-1","18","-0.3","-2"
"Vantaa Helsinki-Vantaa airport","2016","3","12","02:00","-1","18","-1","-6.9"
"Vantaa Helsinki-Vantaa airport","2016","3","13","02:00","0","17","-1.3","-3.3"
"Vantaa Helsinki-Vantaa airport","2016","3","14","02:00","-1","17","1.9","-1.2"
"Vantaa Helsinki-Vantaa airport","2016","3","15","02:00","-1","15","1.7","-0.1"
"Vantaa Helsinki-Vantaa airport","2016","3","16","02:00","-1","13","3.4","0.1"
"Vantaa Helsinki-Vantaa airport","2016","3","17","02:00","3.3","12","3.1","0.3"
"Vantaa Helsinki-Vantaa airport","2016","3","18","02:00","0.1","16","-3.2","-4.7"
"Vantaa Helsinki-Vantaa airport","2016","3","19","02:00","0","15","-4.2","-9.6"
"Vantaa Helsinki-Vantaa airport","2016","3","20","02:00","1.4","13","-3.4","-8.5"
"Vantaa Helsinki-Vantaa airport","2016","3","21","02:00","0","15","-2.9","-3.9"
"Vantaa Helsinki-Vantaa airport","2016","3","22","02:00","-1","13","-4.5","-10.7"
"Vantaa Helsinki-Vantaa airport","2016","3","23","02:00","0","13","-1.8","-7.1"
"Vantaa Helsinki-Vantaa airport","2016","3","24","02:00","0.1","13","0.1","-1.7"
"Vantaa Helsinki-Vantaa airport","2016","3","25","02:00","0.4","13","1.4","0.2"
"Vantaa Helsinki-Vantaa airport","2016","3","26","02:00","0.1","10","2.3","0.9"
"Vantaa Helsinki-Vantaa airport","2016","3","27","02:00","-1","8","3.1","0.8"
"Vantaa Helsinki-Vantaa airport","2016","3","28","03:00","-1","5","5.4","1.5"
"Vantaa Helsinki-Vantaa airport","2016","3","29","03:00","0","1","5.4","0"
"Vantaa Helsinki-Vantaa airport","2016","3","30","03:00","0","0","4","1"
"Vantaa Helsinki-Vantaa airport","2016","3","31","03:00","-1","-1","2.2","-2"
"Vantaa Helsinki-Vantaa airport","2016","4","1","03:00","-1","0","2.8","0.2"
"Vantaa Helsinki-Vantaa airport","2016","4","2","03:00","2.3","-1","4","-1.4"
"Vantaa Helsinki-Vantaa airport","2016","4","3","03:00","0.7","-1","2.8","1.4"
"Vantaa Helsinki-Vantaa airport","2016","4","4","03:00","-1","-1","3","-2.7"
"Vantaa Helsinki-Vantaa airport","2016","4","5","03:00","0.4","-1","3.5","0.7"
"Vantaa Helsinki-Vantaa airport","2016","4","6","03:00","5.3","-1","7.5","3.1"
"Vantaa Helsinki-Vantaa airport","2016","4","7","03:00","0.9","-1","6.3","4.7"
"Vantaa Helsinki-Vantaa airport","2016","4","8","03:00","0.2","-1","5.4","3.5"
"Vantaa Helsinki-Vantaa airport","2016","4","9","03:00","1.8","-1","3.5","2.2"
"Vantaa Helsinki-Vantaa airport","2016","4","10","03:00","-1","-1","4.3","-2.1"
"Vantaa Helsinki-Vantaa airport","2016","4","11","03:00","-1","-1","5.8","0.1"
"Vantaa Helsinki-Vantaa airport","2016","4","12","03:00","-1","-1","5.5","-0.2"
"Vantaa Helsinki-Vantaa airport","2016","4","13","03:00","-1","-1","6.4","-0.9"
"Vantaa Helsinki-Vantaa airport","2016","4","14","03:00","-1","-1","2.6","-0.4"
"Vantaa Helsinki-Vantaa airport","2016","4","15","03:00","-1","-1","3.3","-0.5"
"Vantaa Helsinki-Vantaa airport","2016","4","16","03:00","0.3","-1","7.5","1.1"
"Vantaa Helsinki-Vantaa airport","2016","4","17","03:00","5.2","-1","7","5"
"Vantaa Helsinki-Vantaa airport","2016","4","18","03:00","1.2","-1","5.2","2.9"
"Vantaa Helsinki-Vantaa airport","2016","4","19","03:00","0.6","-1","5.8","4.1"
"Vantaa Helsinki-Vantaa airport","2016","4","20","03:00","0.6","-1","4.2","1.7"
"Vantaa Helsinki-Vantaa airport","2016","4","21","03:00","0","-1","4.8","1.1"
"Vantaa Helsinki-Vantaa airport","2016","4","22","03:00","7.1","-1","3.1","0.6"
"Vantaa Helsinki-Vantaa airport","2016","4","23","03:00","0.2","-1","2.1","-0.2"
"Vantaa Helsinki-Vantaa airport","2016","4","24","03:00","17.8","-1","2.9","-1.6"
"Vantaa Helsinki-Vantaa airport","2016","4","25","03:00","3.3","-1","4.8","1.7"
"Vantaa Helsinki-Vantaa airport","2016","4","26","03:00","14.4","-1","3.4","1.5"
"Vantaa Helsinki-Vantaa airport","2016","4","27","03:00","0","-1","5.4","2.9"
"Vantaa Helsinki-Vantaa airport","2016","4","28","03:00","16.7","-1","6.7","1.3"
"Vantaa Helsinki-Vantaa airport","2016","4","29","03:00","0.1","-1","8","3.9"
"Vantaa Helsinki-Vantaa airport","2016","4","30","03:00","-1","-1","7.9","3.1"
"Vantaa Helsinki-Vantaa airport","2016","5","1","03:00","-1","-1","10.8","3.4"
"Vantaa Helsinki-Vantaa airport","2016","5","2","03:00","-1","-1","11.3","3.4"
"Vantaa Helsinki-Vantaa airport","2016","5","3","03:00","-1","-1","11.7","3.3"
"Vantaa Helsinki-Vantaa airport","2016","5","4","03:00","-1","-1","14.1","4.3"
"Vantaa Helsinki-Vantaa airport","2016","5","5","03:00","-1","-1","15.5","7.3"
"Vantaa Helsinki-Vantaa airport","2016","5","6","03:00","-1","-1","14.9","7.3"
"Vantaa Helsinki-Vantaa airport","2016","5","7","03:00","-1","-1","14.2","5.2"
"Vantaa Helsinki-Vantaa airport","2016","5","8","03:00","-1","-1","16.3","7.2"
"Vantaa Helsinki-Vantaa airport","2016","5","9","03:00","-1","-1","16.9","8.9"
"Vantaa Helsinki-Vantaa airport","2016","5","10","03:00","0.3","-1","18","9.2"
"Vantaa Helsinki-Vantaa airport","2016","5","11","03:00","-1","-1","11.9","8"
"Vantaa Helsinki-Vantaa airport","2016","5","12","03:00","-1","-1","10","3.7"
"Vantaa Helsinki-Vantaa airport","2016","5","13","03:00","-1","-1","12.4","4.9"
"Vantaa Helsinki-Vantaa airport","2016","5","14","03:00","7","-1","11.9","10.9"
"Vantaa Helsinki-Vantaa airport","2016","5","15","03:00","0.1","-1","14.4","11"
"Vantaa Helsinki-Vantaa airport","2016","5","16","03:00","2","-1","10.9","8.4"
"Vantaa Helsinki-Vantaa airport","2016","5","17","03:00","-1","-1","9.9","5.2"
"Vantaa Helsinki-Vantaa airport","2016","5","18","03:00","-1","-1","11.4","6.5"
"Vantaa Helsinki-Vantaa airport","2016","5","19","03:00","-1","-1","11.1","4.4"
"Vantaa Helsinki-Vantaa airport","2016","5","20","03:00","-1","-1","13.2","5.9"
"Vantaa Helsinki-Vantaa airport","2016","5","21","03:00","-1","-1","15.9","9.4"
"Vantaa Helsinki-Vantaa airport","2016","5","22","03:00","-1","-1","15.2","8.8"
"Vantaa Helsinki-Vantaa airport","2016","5","23","03:00","-1","-1","17.1","8.4"
"Vantaa Helsinki-Vantaa airport","2016","5","24","03:00","-1","-1","18.2","8.9"
"Vantaa Helsinki-Vantaa airport","2016","5","25","03:00","-1","-1","19.5","11.7"
"Vantaa Helsinki-Vantaa airport","2016","5","26","03:00","8.9","-1","14.4","12.1"
"Vantaa Helsinki-Vantaa airport","2016","5","27","03:00","-1","-1","14.2","9"
"Vantaa Helsinki-Vantaa airport","2016","5","28","03:00","0","-1","13.4","10.2"
"Vantaa Helsinki-Vantaa airport","2016","5","29","03:00","0","-1","14.7","11.1"
"Vantaa Helsinki-Vantaa airport","2016","5","30","03:00","-1","-1","19.3","11.9"
"Vantaa Helsinki-Vantaa airport","2016","5","31","03:00","-1","-1","20.5","14.4"
"Vantaa Helsinki-Vantaa airport","2016","6","1","03:00","-1","-1","19.3","12.1"
"Vantaa Helsinki-Vantaa airport","2016","6","2","03:00","1.5","-1","20","12.5"
"Vantaa Helsinki-Vantaa airport","2016","6","3","03:00","0.6","-1","20.2","12.6"
"Vantaa Helsinki-Vantaa airport","2016","6","4","03:00","0.1","-1","14","10.5"
"Vantaa Helsinki-Vantaa airport","2016","6","5","03:00","0","-1","10.8","7.4"
"Vantaa Helsinki-Vantaa airport","2016","6","6","03:00","-1","-1","10.9","5.3"
"Vantaa Helsinki-Vantaa airport","2016","6","7","03:00","3.2","-1","13.8","6"
"Vantaa Helsinki-Vantaa airport","2016","6","8","03:00","3","-1","12.2","10.9"
"Vantaa Helsinki-Vantaa airport","2016","6","9","03:00","0.1","-1","9.2","7.5"
"Vantaa Helsinki-Vantaa airport","2016","6","10","03:00","0.8","-1","9","5.6"
"Vantaa Helsinki-Vantaa airport","2016","6","11","03:00","-1","-1","11.8","4.3"
"Vantaa Helsinki-Vantaa airport","2016","6","12","03:00","0","-1","12.8","7.3"
"Vantaa Helsinki-Vantaa airport","2016","6","13","03:00","-1","-1","14.6","8.1"
"Vantaa Helsinki-Vantaa airport","2016","6","14","03:00","-1","-1","15.4","6.8"
"Vantaa Helsinki-Vantaa airport","2016","6","15","03:00","8.3","-1","17.9","8.4"
"Vantaa Helsinki-Vantaa airport","2016","6","16","03:00","53","-1","14.7","12.8"
"Vantaa Helsinki-Vantaa airport","2016","6","17","03:00","22.8","-1","15.6","13.6"
"Vantaa Helsinki-Vantaa airport","2016","6","18","03:00","11.2","-1","14.6","12.4"
"Vantaa Helsinki-Vantaa airport","2016","6","19","03:00","0.4","-1","14.1","12.3"
"Vantaa Helsinki-Vantaa airport","2016","6","20","03:00","-1","-1","15.8","12.8"
"Vantaa Helsinki-Vantaa airport","2016","6","21","03:00","-1","-1","17.6","9.7"
"Vantaa Helsinki-Vantaa airport","2016","6","22","03:00","-1","-1","17.7","12.9"
"Vantaa Helsinki-Vantaa airport","2016","6","23","03:00","0.4","-1","16.4","12.3"
"Vantaa Helsinki-Vantaa airport","2016","6","24","03:00","0.2","-1","16.7","13.2"
"Vantaa Helsinki-Vantaa airport","2016","6","25","03:00","-1","-1","19.8","14.6"
"Vantaa Helsinki-Vantaa airport","2016","6","26","03:00","0","-1","21.7","17"
"Vantaa Helsinki-Vantaa airport","2016","6","27","03:00","11.2","-1","16.4","14.7"
"Vantaa Helsinki-Vantaa airport","2016","6","28","03:00","-1","-1","18.8","13.3"
"Vantaa Helsinki-Vantaa airport","2016","6","29","03:00","0","-1","19.1","15.4"
"Vantaa Helsinki-Vantaa airport","2016","6","30","03:00","0","-1","18.7","14.6"
"Vantaa Helsinki-Vantaa airport","2016","7","1","03:00","-1","-1","19","13.9"
"Vantaa Helsinki-Vantaa airport","2016","7","2","03:00","22","-1","21","16.2"
"Vantaa Helsinki-Vantaa airport","2016","7","3","03:00","7.1","-1","18.1","16.3"
"Vantaa Helsinki-Vantaa airport","2016","7","4","03:00","0.1","-1","13.8","11.8"
"Vantaa Helsinki-Vantaa airport","2016","7","5","03:00","0.7","-1","14.7","11.2"
"Vantaa Helsinki-Vantaa airport","2016","7","6","03:00","2","-1","16.3","13.3"
"Vantaa Helsinki-Vantaa airport","2016","7","7","03:00","1.4","-1","13","12"
"Vantaa Helsinki-Vantaa airport","2016","7","8","03:00","0","-1","15.4","12.2"
"Vantaa Helsinki-Vantaa airport","2016","7","9","03:00","4.9","-1","16.5","11.4"
"Vantaa Helsinki-Vantaa airport","2016","7","10","03:00","13.1","-1","15.1","12.6"
"Vantaa Helsinki-Vantaa airport","2016","7","11","03:00","20.9","-1","15.7","11.6"
"Vantaa Helsinki-Vantaa airport","2016","7","12","03:00","0.1","-1","18.2","14.8"
"Vantaa Helsinki-Vantaa airport","2016","7","13","03:00","1.8","-1","18","15.5"
"Vantaa Helsinki-Vantaa airport","2016","7","14","03:00","0","-1","18","13.8"
"Vantaa Helsinki-Vantaa airport","2016","7","15","03:00","22.1","-1","15","11.8"
"Vantaa Helsinki-Vantaa airport","2016","7","16","03:00","-1","-1","17.9","14.9"
"Vantaa Helsinki-Vantaa airport","2016","7","17","03:00","0.2","-1","16.3","14.8"
"Vantaa Helsinki-Vantaa airport","2016","7","18","03:00","0","-1","17.5","13.2"
"Vantaa Helsinki-Vantaa airport","2016","7","19","03:00","-1","-1","18","12.5"
"Vantaa Helsinki-Vantaa airport","2016","7","20","03:00","0","-1","18.2","11.4"
"Vantaa Helsinki-Vantaa airport","2016","7","21","03:00","0","-1","18.1","16.2"
"Vantaa Helsinki-Vantaa airport","2016","7","22","03:00","0","-1","17.5","16.2"
"Vantaa Helsinki-Vantaa airport","2016","7","23","03:00","0","-1","18.8","16.4"
"Vantaa Helsinki-Vantaa airport","2016","7","24","03:00","0","-1","21","17.4"
"Vantaa Helsinki-Vantaa airport","2016","7","25","03:00","-1","-1","20.5","15.3"
"Vantaa Helsinki-Vantaa airport","2016","7","26","03:00","-1","-1","20.8","15.7"
"Vantaa Helsinki-Vantaa airport","2016","7","27","03:00","-1","-1","20.8","15.9"
"Vantaa Helsinki-Vantaa airport","2016","7","28","03:00","3.5","-1","18.5","13.5"
"Vantaa Helsinki-Vantaa airport","2016","7","29","03:00","-1","-1","19.1","15.1"
"Vantaa Helsinki-Vantaa airport","2016","7","30","03:00","0.1","-1","19.9","15.2"
"Vantaa Helsinki-Vantaa airport","2016","7","31","03:00","17.5","-1","17.5","15.6"
"Vantaa Helsinki-Vantaa airport","2016","8","1","03:00","0.1","-1","17.5","13.6"
"Vantaa Helsinki-Vantaa airport","2016","8","2","03:00","0","-1","16.9","14"
"Vantaa Helsinki-Vantaa airport","2016","8","3","03:00","10.3","-1","16.7","12.8"
"Vantaa Helsinki-Vantaa airport","2016","8","4","03:00","6.4","-1","16.1","11.4"
"Vantaa Helsinki-Vantaa airport","2016","8","5","03:00","4.6","-1","18.8","15.6"
"Vantaa Helsinki-Vantaa airport","2016","8","6","03:00","0.1","-1","18.3","16.2"
"Vantaa Helsinki-Vantaa airport","2016","8","7","03:00","0.5","-1","17.6","15"
"Vantaa Helsinki-Vantaa airport","2016","8","8","03:00","1.5","-1","18.1","13.3"
"Vantaa Helsinki-Vantaa airport","2016","8","9","03:00","1","-1","16.3","14.9"
"Vantaa Helsinki-Vantaa airport","2016","8","10","03:00","0.6","-1","14.8","12"
"Vantaa Helsinki-Vantaa airport","2016","8","11","03:00","0","-1","14.5","13"
"Vantaa Helsinki-Vantaa airport","2016","8","12","03:00","0.4","-1","13","7.3"
"Vantaa Helsinki-Vantaa airport","2016","8","13","03:00","4","-1","14.8","11.7"
"Vantaa Helsinki-Vantaa airport","2016","8","14","03:00","39","-1","15.5","13.4"
"Vantaa Helsinki-Vantaa airport","2016","8","15","03:00","1.6","-1","13.6","8.6"
"Vantaa Helsinki-Vantaa airport","2016","8","16","03:00","3.3","-1","14.5","12.5"
"Vantaa Helsinki-Vantaa airport","2016","8","17","03:00","5","-1","14.8","12.8"
"Vantaa Helsinki-Vantaa airport","2016","8","18","03:00","0.1","-1","15.1","12.7"
"Vantaa Helsinki-Vantaa airport","2016","8","19","03:00","1.1","-1","17.3","13.5"
"Vantaa Helsinki-Vantaa airport","2016","8","20","03:00","-1","-1","18","13.3"
"Vantaa Helsinki-Vantaa airport","2016","8","21","03:00","0.1","-1","18.8","12"
"Vantaa Helsinki-Vantaa airport","2016","8","22","03:00","1.1","-1","17.8","17.3"
"Vantaa Helsinki-Vantaa airport","2016","8","23","03:00","0.1","-1","16.5","14.1"
"Vantaa Helsinki-Vantaa airport","2016","8","24","03:00","0.1","-1","14.5","11.3"
"Vantaa Helsinki-Vantaa airport","2016","8","25","03:00","10.2","-1","16.7","11.3"
"Vantaa Helsinki-Vantaa airport","2016","8","26","03:00","-1","-1","17","15.8"
"Vantaa Helsinki-Vantaa airport","2016","8","27","03:00","-1","-1","17.8","16.3"
"Vantaa Helsinki-Vantaa airport","2016","8","28","03:00","1","-1","13.7","8.2"
"Vantaa Helsinki-Vantaa airport","2016","8","29","03:00","8.9","-1","12.7","11.6"
"Vantaa Helsinki-Vantaa airport","2016","8","30","03:00","0.5","-1","12.9","11.1"
"Vantaa Helsinki-Vantaa airport","2016","8","31","03:00","-1","-1","14.4","6.4"
"Vantaa Helsinki-Vantaa airport","2016","9","1","03:00","0","-1","17","13.9"
"Vantaa Helsinki-Vantaa airport","2016","9","2","03:00","-1","-1","15.1","11.4"
"Vantaa Helsinki-Vantaa airport","2016","9","3","03:00","42.4","-1","12.7","5.8"
"Vantaa Helsinki-Vantaa airport","2016","9","4","03:00","-1","-1","14.5","12.8"
"Vantaa Helsinki-Vantaa airport","2016","9","5","03:00","-1","-1","14.5","10.3"
"Vantaa Helsinki-Vantaa airport","2016","9","6","03:00","-1","-1","12.8","6.2"
"Vantaa Helsinki-Vantaa airport","2016","9","7","03:00","-1","-1","17.4","14.3"
"Vantaa Helsinki-Vantaa airport","2016","9","8","03:00","-1","-1","14.6","10.8"
"Vantaa Helsinki-Vantaa airport","2016","9","9","03:00","-1","-1","13.9","6.5"
"Vantaa Helsinki-Vantaa airport","2016","9","10","03:00","-1","-1","15","8.8"
"Vantaa Helsinki-Vantaa airport","2016","9","11","03:00","0.1","-1","15.5","11.2"
"Vantaa Helsinki-Vantaa airport","2016","9","12","03:00","-1","-1","15.9","13.7"
"Vantaa Helsinki-Vantaa airport","2016","9","13","03:00","-1","-1","13.8","7.5"
"Vantaa Helsinki-Vantaa airport","2016","9","14","03:00","-1","-1","12","7"
"Vantaa Helsinki-Vantaa airport","2016","9","15","03:00","-1","-1","12.7","7.9"
"Vantaa Helsinki-Vantaa airport","2016","9","16","03:00","-1","-1","11","7.8"
"Vantaa Helsinki-Vantaa airport","2016","9","17","03:00","-1","-1","10.5","8.8"
"Vantaa Helsinki-Vantaa airport","2016","9","18","03:00","-1","-1","10.6","6.4"
"Vantaa Helsinki-Vantaa airport","2016","9","19","03:00","-1","-1","9.6","4.1"
"Vantaa Helsinki-Vantaa airport","2016","9","20","03:00","-1","-1","10.4","5.7"
"Vantaa Helsinki-Vantaa airport","2016","9","21","03:00","-1","-1","10","4.6"
"Vantaa Helsinki-Vantaa airport","2016","9","22","03:00","-1","-1","9.8","6"
"Vantaa Helsinki-Vantaa airport","2016","9","23","03:00","-1","-1","7.8","4.3"
"Vantaa Helsinki-Vantaa airport","2016","9","24","03:00","-1","-1","8.8","6.1"
"Vantaa Helsinki-Vantaa airport","2016","9","25","03:00","-1","-1","12.3","8.3"
"Vantaa Helsinki-Vantaa airport","2016","9","26","03:00","0.2","-1","13.5","9.7"
"Vantaa Helsinki-Vantaa airport","2016","9","27","03:00","-1","-1","12.5","9.6"
"Vantaa Helsinki-Vantaa airport","2016","9","28","03:00","7","-1","12.3","10.5"
"Vantaa Helsinki-Vantaa airport","2016","9","29","03:00","4.8","-1","12.5","7.9"
"Vantaa Helsinki-Vantaa airport","2016","9","30","03:00","0","-1","12.6","10.6"
"Vantaa Helsinki-Vantaa airport","2016","10","1","03:00","-1","-1","10.6","8.5"
"Vantaa Helsinki-Vantaa airport","2016","10","2","03:00","-1","-1","8.1","2"
"Vantaa Helsinki-Vantaa airport","2016","10","3","03:00","-1","-1","7.1","1.7"
"Vantaa Helsinki-Vantaa airport","2016","10","4","03:00","-1","-1","5.3","2.4"
"Vantaa Helsinki-Vantaa airport","2016","10","5","03:00","-1","-1","5.8","2.2"
"Vantaa Helsinki-Vantaa airport","2016","10","6","03:00","-1","-1","5.3","1.4"
"Vantaa Helsinki-Vantaa airport","2016","10","7","03:00","-1","-1","5.9","1.9"
"Vantaa Helsinki-Vantaa airport","2016","10","8","03:00","0.1","-1","7.5","6.1"
"Vantaa Helsinki-Vantaa airport","2016","10","9","03:00","-1","-1","5.9","4.5"
"Vantaa Helsinki-Vantaa airport","2016","10","10","03:00","-1","-1","5.7","2.5"
"Vantaa Helsinki-Vantaa airport","2016","10","11","03:00","-1","-1","4.6","4.1"
"Vantaa Helsinki-Vantaa airport","2016","10","12","03:00","-1","-1","3.1","2.2"
"Vantaa Helsinki-Vantaa airport","2016","10","13","03:00","0.1","-1","1.1","-1.2"
"Vantaa Helsinki-Vantaa airport","2016","10","14","03:00","0.2","-1","2.4","1.3"
"Vantaa Helsinki-Vantaa airport","2016","10","15","03:00","0.3","-1","4","2.3"
"Vantaa Helsinki-Vantaa airport","2016","10","16","03:00","-1","-1","5.2","4.1"
"Vantaa Helsinki-Vantaa airport","2016","10","17","03:00","-1","-1","5.3","3.7"
"Vantaa Helsinki-Vantaa airport","2016","10","18","03:00","-1","-1","4.7","2.3"
"Vantaa Helsinki-Vantaa airport","2016","10","19","03:00","-1","-1","2.8","-1.4"
"Vantaa Helsinki-Vantaa airport","2016","10","20","03:00","-1","-1","3.6","-0.4"
"Vantaa Helsinki-Vantaa airport","2016","10","21","03:00","-1","-1","3.2","2.5"
"Vantaa Helsinki-Vantaa airport","2016","10","22","03:00","0.2","-1","2.7","1.8"
"Vantaa Helsinki-Vantaa airport","2016","10","23","03:00","0.7","-1","5.1","3.2"
"Vantaa Helsinki-Vantaa airport","2016","10","24","03:00","0.5","-1","4.7","3.7"
"Vantaa Helsinki-Vantaa airport","2016","10","25","03:00","2.7","0","1.6","0.3"
"Vantaa Helsinki-Vantaa airport","2016","10","26","03:00","0.4","-1","0.1","-2.2"
"Vantaa Helsinki-Vantaa airport","2016","10","27","03:00","8.6","-1","5.6","-2.9"
"Vantaa Helsinki-Vantaa airport","2016","10","28","03:00","5","-1","8.1","7.2"
"Vantaa Helsinki-Vantaa airport","2016","10","29","03:00","0.2","-1","3.9","2.8"
"Vantaa Helsinki-Vantaa airport","2016","10","30","03:00","-1","-1","2.9","1.2"
"Vantaa Helsinki-Vantaa airport","2016","10","31","02:00","0","-1","0.9","-1.2"
"Vantaa Helsinki-Vantaa airport","2016","11","1","02:00","0.3","-1","-0.1","-3.3"
"Vantaa Helsinki-Vantaa airport","2016","11","2","02:00","2.9","0","-0.9","-2.5"
"Vantaa Helsinki-Vantaa airport","2016","11","3","02:00","0.1","4","-2.4","-3.5"
"Vantaa Helsinki-Vantaa airport","2016","11","4","02:00","0.1","2","-3.7","-6.8"
"Vantaa Helsinki-Vantaa airport","2016","11","5","02:00","0","2","-5.2","-8"
"Vantaa Helsinki-Vantaa airport","2016","11","6","02:00","0.1","2","-5.6","-8.1"
"Vantaa Helsinki-Vantaa airport","2016","11","7","02:00","6","2","-5.1","-5.7"
"Vantaa Helsinki-Vantaa airport","2016","11","8","02:00","2.5","12","-6.6","-7.8"
"Vantaa Helsinki-Vantaa airport","2016","11","9","02:00","4.4","18","-4.4","-5.6"
"Vantaa Helsinki-Vantaa airport","2016","11","10","02:00","1.7","25","-4.9","-6.6"
"Vantaa Helsinki-Vantaa airport","2016","11","11","02:00","0","23","-9.9","-14.1"
"Vantaa Helsinki-Vantaa airport","2016","11","12","02:00","-1","21","-5","-13.1"
"Vantaa Helsinki-Vantaa airport","2016","11","13","02:00","0","20","-1.3","-2.3"
"Vantaa Helsinki-Vantaa airport","2016","11","14","02:00","0.1","16","-2.9","-5.9"
"Vantaa Helsinki-Vantaa airport","2016","11","15","02:00","6.1","16","-0.6","-2.6"
"Vantaa Helsinki-Vantaa airport","2016","11","16","02:00","1.8","12","1","0.3"
"Vantaa Helsinki-Vantaa airport","2016","11","17","02:00","5.3","5","3.3","1"
"Vantaa Helsinki-Vantaa airport","2016","11","18","02:00","2.8","1","3.8","2"
"Vantaa Helsinki-Vantaa airport","2016","11","19","02:00","4.4","0","5.8","4.5"
"Vantaa Helsinki-Vantaa airport","2016","11","20","02:00","10.9","-1","3.8","0.6"
"Vantaa Helsinki-Vantaa airport","2016","11","21","02:00","0.1","-1","6.2","4.1"
"Vantaa Helsinki-Vantaa airport","2016","11","22","02:00","0.2","-1","4","2.8"
"Vantaa Helsinki-Vantaa airport","2016","11","23","02:00","2.3","-1","4","2.8"
"Vantaa Helsinki-Vantaa airport","2016","11","24","02:00","1.6","-1","3.4","0.9"
"Vantaa Helsinki-Vantaa airport","2016","11","25","02:00","7.9","0","-0.2","-1.3"
"Vantaa Helsinki-Vantaa airport","2016","11","26","02:00","2.3","-1","3.7","-0.5"
"Vantaa Helsinki-Vantaa airport","2016","11","27","02:00","1","0","-1.9","-4.9"
"Vantaa Helsinki-Vantaa airport","2016","11","28","02:00","-1","1","-4.8","-6.8"
"Vantaa Helsinki-Vantaa airport","2016","11","29","02:00","2.7","1","-5.2","-10.5"
"Vantaa Helsinki-Vantaa airport","2016","11","30","02:00","0","0","0.4","-0.9"
"Vantaa Helsinki-Vantaa airport","2016","12","1","02:00","0.1","0","-2.2","-4"
"Vantaa Helsinki-Vantaa airport","2016","12","2","02:00","0.1","0","-4","-7.2"
"Vantaa Helsinki-Vantaa airport","2016","12","3","02:00","0","0","-4.9","-7.1"
"Vantaa Helsinki-Vantaa airport","2016","12","4","02:00","0.6","0","-5.9","-10.9"
"Vantaa Helsinki-Vantaa airport","2016","12","5","02:00","0","0","2","-0.6"
"Vantaa Helsinki-Vantaa airport","2016","12","6","02:00","-1","-1","-8.9","-10.9"
"Vantaa Helsinki-Vantaa airport","2016","12","7","02:00","4.5","-1","-1.9","-13"
"Vantaa Helsinki-Vantaa airport","2016","12","8","02:00","0.1","1","0.7","0.2"
"Vantaa Helsinki-Vantaa airport","2016","12","9","02:00","-1","0","0.7","-0.3"
"Vantaa Helsinki-Vantaa airport","2016","12","10","02:00","-1","0","-6.3","-8.2"
"Vantaa Helsinki-Vantaa airport","2016","12","11","02:00","-1","0","-8.7","-11.1"
"Vantaa Helsinki-Vantaa airport","2016","12","12","02:00","0","0","-6.9","-10.9"
"Vantaa Helsinki-Vantaa airport","2016","12","13","02:00","1.4","0","-2.3","-4.2"
"Vantaa Helsinki-Vantaa airport","2016","12","14","02:00","0","2","-2.2","-3.9"
"Vantaa Helsinki-Vantaa airport","2016","12","15","02:00","-1","2","-1.5","-4.1"
"Vantaa Helsinki-Vantaa airport","2016","12","16","02:00","-1","1","-2.4","-3.4"
